Plot	Pollinator	Pollinator_group	Pollinator_group_2	Functional_group_Rocka	Species	Abundance
7	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUF	2
19	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUF	1
20	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUF	1
21	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUF	3
22	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUF	4
8	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUH	2
15	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUH	2
21	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUH	1
22	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUH	5
24	Adela_aldrovandella	Lepidoptera	Lepidoptera	Moth	TVUH	2
20	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	ROF	1
34	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUF	1
36	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUF	6
37	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUF	1
38	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUF	5
34	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUH	1
36	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUH	1
37	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUH	1
38	Microlepidoptera	Lepidoptera	Lepidoptera	Moth	TVUH	5
30	Moth_1	Lepidoptera	Lepidoptera	Moth	TVUH	1
37	Pterophoridae	Lepidoptera	Lepidoptera	Moth	TVUH	1
24	Mecoptera	Mecoptera	Mecoptera	Others	ROF	1
16	Chrysura_dichroa	Wasp	Wasp	Large_wasps	UMBE	1
19	Eumenes_coarctatus	Wasp	Wasp	Large_wasps	TVUF	1
22	Eumenes_coarctatus	Wasp	Wasp	Large_wasps	TVUF	1
18	Euodynerus_bidentoides	Wasp	Wasp	Large_wasps	TVUF	1
9	Euodynerus_bidentoides	Wasp	Wasp	Large_wasps	TVUH	1
18	Gasteruption_1	Wasp	Wasp	Large_wasps	TVUF	1
9	Himenòpter_parasitoid	Wasp	Wasp	Large_wasps	ROF	1
20	Ichneumonidae_6	Wasp	Wasp	Large_wasps	ROF	1
16	Ichneumonidae_6	Wasp	Wasp	Large_wasps	TVUH	1
34	Ichneumonidae_6	Wasp	Wasp	Large_wasps	TVUH	2
16	Polistes_gallicus	Wasp	Wasp	Large_wasps	EFL	1
12	Polistes_gallicus	Wasp	Wasp	Large_wasps	TVUF	1
36	Polistes_gallicus	Wasp	Wasp	Large_wasps	TVUF	2
20	Pompilidae	Wasp	Wasp	Large_wasps	ROF	1
8	Sphecodes	Wasp	Wasp	Large_wasps	ROF	1
20	Symphyta	Wasp	Wasp	Large_wasps	ROF	1
38	Vespa_parasita_negra_potes_taronja	Wasp	Wasp	Large_wasps	TVUF	1
18	Braconidae	Wasp	Wasp	Small_wasps	TVUF	1
3	Chalcididae_1	Wasp	Wasp	Small_wasps	TVUF	1
3	Chalcididae_3	Wasp	Wasp	Small_wasps	ROF	1
3	Chalcididae_3	Wasp	Wasp	Small_wasps	TVUF	1
9	Chalcididae_4	Wasp	Wasp	Small_wasps	EFL	1
21	Chalcididae_5	Wasp	Wasp	Small_wasps	TVUF	1
28	Chalcididae_6	Wasp	Wasp	Small_wasps	EFL	1
20	Diodontus	Wasp	Wasp	Small_wasps	TVUH	1
35	Himenopter_molt_petit	Wasp	Wasp	Small_wasps	HOE	1
