Parcela	X	Y	Nom_definitiu	Solitary	Separing_honeybees	Group	Functional_group_Rocka	Familia	Nom_planta	Codi_planta	Plant	Frequencia
36	1.84	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Microlepidoptera	Solitary	Lepidoptera	Lepidoptera	Moth	Microlepidoptera	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
30	1.90	41.30	Moth_1	Solitary	Lepidoptera	Lepidoptera	Moth	Moth	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Pterophoridae	Solitary	Lepidoptera	Lepidoptera	Moth	Pterophoridae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Mecoptera	Solitary	Mecoptera	Mecoptera	Others	Mecoptera	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.30	Chrysura_dichroa	Solitary	Wasp	Wasp	Large_wasps	Chrysididae	Umbelifera	UMBE	UMBE	1
19	1.92	41.31	Eumenes_coarctatus	Solitary	Wasp	Wasp	Large_wasps	Eumenidae	Thymus_vulgaris_Female	TVUF	TVU	1
22	1.94	41.31	Eumenes_coarctatus	Solitary	Wasp	Wasp	Large_wasps	Eumenidae	Thymus_vulgaris_Female	TVUF	TVU	1
18	1.90	41.31	Euodynerus_bidentoides	Solitary	Wasp	Wasp	Large_wasps	Eumenidae	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Euodynerus_bidentoides	Solitary	Wasp	Wasp	Large_wasps	Eumenidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
18	1.90	41.31	Gasteruption_1	Solitary	Wasp	Wasp	Large_wasps	Gasteruptiidae	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Himenòpter_parasitoid	Solitary	Wasp	Wasp	Large_wasps	Hymenoptera	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Ichneumonidae_6	Solitary	Wasp	Wasp	Large_wasps	Ichneumonnidae	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.30	Ichneumonidae_6	Solitary	Wasp	Wasp	Large_wasps	Ichneumonnidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
34	1.84	41.28	Ichneumonidae_6	Solitary	Wasp	Wasp	Large_wasps	Ichneumonnidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
16	1.89	41.30	Polistes_gallicus	Solitary	Wasp	Wasp	Large_wasps	Vespidae	Euphorbia_flavicoma	EFL	EFL	1
12	1.92	41.29	Polistes_gallicus	Solitary	Wasp	Wasp	Large_wasps	Vespidae	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Polistes_gallicus	Solitary	Wasp	Wasp	Large_wasps	Vespidae	Thymus_vulgaris_Female	TVUF	TVU	2
20	1.91	41.31	Pompilidae	Solitary	Wasp	Wasp	Large_wasps	Pompilidae	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.30	Sphecodes	Solitary	Wasp	Wasp	Large_wasps	Sphecidae	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Symphyta	Solitary	Wasp	Wasp	Large_wasps	Symphyta	Rosmarinus_officinalis	ROF	ROF	1
38	1.88	41.27	Vespa_parasita_negra_potes_taronja	Solitary	Wasp	Wasp	Large_wasps	Hymenoptera	Thymus_vulgaris_Female	TVUF	TVU	1
18	1.90	41.31	Braconidae	Solitary	Wasp	Wasp	Small_wasps	Braconidae	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.90	41.28	Chalcididae_1	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.90	41.28	Chalcididae_3	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Rosmarinus_officinalis	ROF	ROF	1
3	1.90	41.28	Chalcididae_3	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.90	41.32	Chalcididae_4	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.30	Chalcididae_5	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Chalcididae_6	Solitary	Wasp	Wasp	Small_wasps	Chalcididae	Euphorbia_flavicoma	EFL	EFL	1
20	1.91	41.31	Diodontus	Solitary	Wasp	Wasp	Small_wasps	Cabronidae	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Himenopter_molt_petit	Solitary	Wasp	Wasp	Small_wasps	Hymenoptera	Helianthemum_oelandicum	HOE	HOE	1
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
								_				
