Parcela	X	Y	Nom_definitiu	Functional_group_Rocka	eficient	Nom_planta	Codi_planta	Plant	Frequencia
20	1.91	41.31	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
21	1.88	41.3	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	3
22	1.94	41.31	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	4
8	1.87	41.3	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
15	1.88	41.3	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
21	1.88	41.3	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
22	1.94	41.31	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
24	1.92	41.31	Adela_aldrovandella	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
20	1.91	41.31	Microlepidoptera	Moth	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
34	1.84	41.28	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	6
37	1.86	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
38	1.88	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	5
34	1.84	41.28	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
36	1.84	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
38	1.88	41.27	Microlepidoptera	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	5
30	1.9	41.3	Moth_1	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
37	1.86	41.27	Pterophoridae	Moth	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
24	1.92	41.31	Mecoptera	Others	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.3	Chrysura_dichroa	Large_wasps	non_eficient	Umbelifera	UMBE	UMBE	1
19	1.92	41.31	Eumenes_coarctatus	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
22	1.94	41.31	Eumenes_coarctatus	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
18	1.9	41.31	Euodynerus_bidentoides	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.9	41.32	Euodynerus_bidentoides	Large_wasps	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
18	1.9	41.31	Gasteruption_1	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.9	41.32	Himenòpter_parasitoid	Large_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Ichneumonidae_6	Large_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
16	1.89	41.3	Ichneumonidae_6	Large_wasps	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
34	1.84	41.28	Ichneumonidae_6	Large_wasps	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	2
16	1.89	41.3	Polistes_gallicus	Large_wasps	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
12	1.92	41.29	Polistes_gallicus	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
36	1.84	41.27	Polistes_gallicus	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	2
20	1.91	41.31	Pompilidae	Large_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
8	1.87	41.3	Sphecodes	Large_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
20	1.91	41.31	Symphyta	Large_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
38	1.88	41.27	Vespa_parasita_negra_potes_taronja	Large_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
18	1.9	41.31	Braconidae	Small_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.9	41.28	Chalcididae_1	Small_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
3	1.9	41.28	Chalcididae_3	Small_wasps	non_eficient	Rosmarinus_officinalis	ROF	ROF	1
3	1.9	41.28	Chalcididae_3	Small_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
9	1.9	41.32	Chalcididae_4	Small_wasps	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
21	1.88	41.3	Chalcididae_5	Small_wasps	non_eficient	Thymus_vulgaris_Female	TVUF	TVU	1
28	1.93	41.29	Chalcididae_6	Small_wasps	non_eficient	Euphorbia_flavicoma	EFL	EFL	1
20	1.91	41.31	Diodontus	Small_wasps	non_eficient	Thymus_vulgaris_Hermaphrodite	TVUH	TVU	1
35	1.83	41.28	Himenopter_molt_petit	Small_wasps	non_eficient	Helianthemum_oelandicum	HOE	HOE	1
